order_id,customer_name,new_order_date,order_year,month_name,order_month,order_day,category,sub_category,net_sales,discount,profit,total_sales,profit_percentage,region,city
OD2045,Sundar,19-11-2018,2018,November,11,19,Snacks,Cookies,560,0.26,440,1000,78.57142857,Central,Madurai
OD2046,Malik,20-01-2018,2018,January,1,20,Bakery,Biscuits,844.2,0.26,93.8,938,11.11111111,Central,Perambalur
OD2047,Ganesh,18-11-2015,2015,November,11,18,"Eggs, Meat & Fish",Chicken,864.26,0.28,229.74,1094,26.58227848,Central,Trichy
OD2048,Hussain,04-05-2015,2015,May,5,4,Food Grains,Organic Staples,1259.1,0.14,139.9,1399,11.11111111,Central,Perambalur
OD2049,Ridhesh,29-12-2017,2017,December,12,29,Snacks,Cookies,1098.2,0.23,346.8,1445,31.57894737,Central,Theni
OD2050,Shree,01-09-2015,2015,September,9,1,Snacks,Chocolates,1201.2,0.3,514.8,1716,42.85714286,Central,Dindigul
OD2051,Mathew,14-03-2017,2017,March,3,14,Beverages,Soft Drinks,884.48,0.12,497.52,1382,56.25,Central,Madurai
OD2052,Akash,15-06-2017,2017,June,6,15,Bakery,Breads & Buns,1056.72,0.35,497.28,1554,47.05882353,Central,Madurai
OD2053,Arvind,23-10-2016,2016,October,10,23,Beverages,Soft Drinks,1634.42,0.23,667.58,2302,40.84507042,Central,Tirunelveli
OD2054,Hafiz,17-05-2017,2017,May,5,17,Beverages,Health Drinks,517.92,0.23,106.08,624,20.48192771,Central,Trichy
OD2055,Krithika,18-08-2017,2017,August,8,18,Fruits & Veggies,Fresh Vegetables,1046.5,0.23,563.5,1610,53.84615385,Central,Trichy
OD2056,Anu,02-12-2015,2015,December,12,2,Food Grains,Atta & Flour,1064.8,0.35,266.2,1331,25,Central,Krishnagiri
OD2057,Amy,17-05-2017,2017,May,5,17,Snacks,Noodles,1039.16,0.22,212.84,1252,20.48192771,Central,Dharmapuri
OD2058,Amy,15-01-2018,2018,January,1,15,Beverages,Soft Drinks,628.12,0.11,137.88,766,21.95121951,Central,Namakkal
OD2059,Sheeba,18-08-2017,2017,August,8,18,Bakery,Biscuits,721.06,0.32,441.94,1163,61.29032258,Central,Nagercoil
OD2060,Shah,27-12-2015,2015,December,12,27,Oil & Masala,Spices,769.95,0.18,115.05,885,14.94252874,Central,Vellore
OD2061,Mathew,22-11-2015,2015,November,11,22,Food Grains,Rice,398.16,0.34,233.84,632,58.73015873,Central,Pudukottai
OD2062,Amrish,11-12-2018,2018,December,12,11,Snacks,Noodles,1226.82,0.21,551.18,1778,44.92753623,Central,Chennai
OD2063,Alan,29-06-2018,2018,June,6,29,"Eggs, Meat & Fish",Chicken,1206.66,0.29,340.34,1547,28.20512821,Central,Salem
OD2064,Ramesh,27-09-2016,2016,September,9,27,Bakery,Biscuits,634.24,0.35,356.76,991,56.25,Central,Tirunelveli
OD2065,Veronica,30-09-2017,2017,September,9,30,Fruits & Veggies,Organic Fruits,1436.4,0.33,558.6,1995,38.88888889,Central,Tirunelveli
OD2066,Malik,25-06-2016,2016,June,6,25,Beverages,Health Drinks,356.7,0.22,258.3,615,72.4137931,Central,Vellore
OD2067,Yadav,10-10-2017,2017,October,10,10,Oil & Masala,Spices,1310.68,0.33,803.32,2114,61.29032258,Central,Namakkal
OD2068,Sabeela,18-11-2015,2015,November,11,18,Beverages,Soft Drinks,613.18,0.12,375.82,989,61.29032258,Central,Bodi
OD2069,Malik,01-09-2015,2015,September,9,1,"Eggs, Meat & Fish",Mutton,570.18,0.3,92.82,663,16.27906977,Central,Krishnagiri
OD2070,Yadav,13-10-2018,2018,October,10,13,Food Grains,Rice,825.6,0.27,464.4,1290,56.25,Central,Virudhunagar
OD2071,Yusuf,29-11-2016,2016,November,11,29,Bakery,Breads & Buns,993.24,0.18,122.76,1116,12.35955056,Central,Karur
OD2072,Hussain,15-01-2018,2018,January,1,15,Fruits & Veggies,Fresh Fruits,1472.12,0.23,464.88,1937,31.57894737,Central,Perambalur
OD2073,Verma,28-08-2017,2017,August,8,28,Fruits & Veggies,Organic Fruits,784.89,0.11,184.11,969,23.45679012,Central,Virudhunagar
OD2074,Sudha,04-08-2017,2017,August,8,4,Bakery,Cakes,1624.24,0.14,431.76,2056,26.58227848,Central,Madurai
OD2075,Krithika,27-05-2015,2015,May,5,27,Fruits & Veggies,Fresh Fruits,1363.58,0.1,987.42,2351,72.4137931,Central,Pudukottai
OD2076,Shah,19-11-2018,2018,November,11,19,Beverages,Soft Drinks,1702.74,0.19,480.26,2183,28.20512821,Central,Trichy
OD2077,Krithika,26-11-2018,2018,November,11,26,Oil & Masala,Edible Oil & Ghee,375.9,0.12,161.1,537,42.85714286,Central,Coimbatore
OD2078,Ridhesh,15-08-2015,2015,August,8,15,Beverages,Soft Drinks,1058.46,0.1,475.54,1534,44.92753623,Central,Tirunelveli
OD2079,Adavan,28-08-2017,2017,August,8,28,Snacks,Cookies,1630.78,0.13,803.22,2434,49.25373134,Central,Ramanadhapuram
OD2080,Jackson,20-09-2015,2015,September,9,20,Bakery,Biscuits,1463.8,0.12,788.2,2252,53.84615385,East,Nagercoil
OD2081,Veena,02-09-2015,2015,September,9,2,Bakery,Biscuits,1909.8,0.22,212.2,2122,11.11111111,East,Karur
OD2082,Hussain,17-10-2017,2017,October,10,17,Oil & Masala,Spices,1652.05,0.26,86.95,1739,5.263157895,East,Namakkal
OD2083,Rumaiza,14-02-2017,2017,February,2,14,Bakery,Cakes,1353.46,0.29,475.54,1829,35.13513514,East,Madurai
OD2084,Krithika,24-11-2017,2017,November,11,24,Oil & Masala,Masalas,1103.34,0.17,387.66,1491,35.13513514,East,Cumbum
OD2085,Ram,09-03-2017,2017,March,3,9,Snacks,Chocolates,2263.85,0.29,119.15,2383,5.263157895,East,Coimbatore
OD2086,Amrish,13-03-2018,2018,March,3,13,Bakery,Biscuits,793.76,0.12,174.24,968,21.95121951,East,Tirunelveli
OD2087,Kumar,30-05-2016,2016,May,5,30,Food Grains,Dals & Pulses,1462.46,0.15,299.54,1762,20.48192771,East,Ramanadhapuram
OD2088,Veronica,06-06-2015,2015,June,6,6,Oil & Masala,Spices,1428.24,0.35,194.76,1623,13.63636364,East,Theni
OD2089,Amy,13-03-2018,2018,March,3,13,Fruits & Veggies,Organic Fruits,1228.8,0.1,307.2,1536,25,East,Ooty
OD2090,Malik,14-04-2017,2017,April,4,14,"Eggs, Meat & Fish",Eggs,489.11,0.14,339.89,829,69.49152542,East,Nagercoil
OD2091,Adavan,30-04-2018,2018,April,4,30,Snacks,Chocolates,546.48,0.33,281.52,828,51.51515152,East,Dharmapuri
OD2092,Amrish,17-05-2017,2017,May,5,17,Food Grains,Dals & Pulses,941.76,0.3,366.24,1308,38.88888889,East,Pudukottai
OD2093,Sudha,12-10-2018,2018,October,10,12,Bakery,Breads & Buns,835.78,0.25,605.22,1441,72.4137931,East,Viluppuram
OD2094,Suresh,20-10-2016,2016,October,10,20,Oil & Masala,Edible Oil & Ghee,2143.65,0.35,161.35,2305,7.52688172,East,Dharmapuri
OD2095,Adavan,24-11-2017,2017,November,11,24,Fruits & Veggies,Organic Vegetables,1370.28,0.26,432.72,1803,31.57894737,East,Dharmapuri
OD2096,Malik,07-11-2017,2017,November,11,7,Beverages,Soft Drinks,444.8,0.18,111.2,556,25,East,Krishnagiri
OD2097,Veronica,07-09-2018,2018,September,9,7,Fruits & Veggies,Fresh Fruits,1657.85,0.18,677.15,2335,40.84507042,East,Vellore
OD2098,Sudeep,04-12-2017,2017,December,12,4,Beverages,Soft Drinks,1257.8,0.34,66.2,1324,5.263157895,East,Dharmapuri
OD2099,Sundar,09-08-2016,2016,August,8,9,"Eggs, Meat & Fish",Eggs,938,0.1,462,1400,49.25373134,East,Theni
OD2100,Hussain,07-04-2016,2016,April,4,7,Bakery,Breads & Buns,1113.84,0.33,654.16,1768,58.73015873,East,Ooty
OD2101,Veronica,19-09-2017,2017,September,9,19,"Eggs, Meat & Fish",Mutton,854.1,0.32,94.9,949,11.11111111,East,Karur
OD2102,Vince,02-12-2018,2018,December,12,2,"Eggs, Meat & Fish",Fish,1331.28,0.34,216.72,1548,16.27906977,East,Kanyakumari
OD2103,Jonas,27-02-2017,2017,February,2,27,Bakery,Cakes,1647.82,0.16,105.18,1753,6.382978723,East,Pudukottai
OD2104,Anu,21-06-2015,2015,June,6,21,Bakery,Cakes,1452.6,0.32,161.4,1614,11.11111111,East,Namakkal
OD2105,Akash,25-04-2016,2016,April,4,25,Snacks,Cookies,1059.99,0.1,131.01,1191,12.35955056,East,Perambalur
OD2106,Anu,23-09-2015,2015,September,9,23,Oil & Masala,Edible Oil & Ghee,1017.64,0.21,321.36,1339,31.57894737,East,Krishnagiri
OD2107,Yusuf,14-02-2017,2017,February,2,14,Snacks,Noodles,442.8,0.2,97.2,540,21.95121951,East,Nagercoil
OD2108,Ramesh,17-11-2018,2018,November,11,17,Fruits & Veggies,Organic Vegetables,1824.9,0.21,545.1,2370,29.87012987,East,Nagercoil
OD2109,Hussain,27-11-2017,2017,November,11,27,Beverages,Soft Drinks,1223.66,0.3,850.34,2074,69.49152542,East,Namakkal
OD2110,Jackson,02-09-2015,2015,September,9,2,"Eggs, Meat & Fish",Chicken,1386.32,0.16,225.68,1612,16.27906977,East,Coimbatore
OD2111,Vidya,20-11-2018,2018,November,11,20,Snacks,Chocolates,1119.67,0.22,229.33,1349,20.48192771,East,Salem
OD2112,Rumaiza,15-08-2015,2015,August,8,15,Beverages,Health Drinks,1355.41,0.32,667.59,2023,49.25373134,East,Chennai
OD2113,Muneer,23-09-2015,2015,September,9,23,Snacks,Chocolates,522.2,0.1,223.8,746,42.85714286,East,Dindigul
OD2114,Veronica,09-08-2016,2016,August,8,9,Bakery,Cakes,1195.01,0.18,441.99,1637,36.98630137,East,Dharmapuri
OD2115,Yusuf,29-12-2018,2018,December,12,29,Oil & Masala,Masalas,1050.09,0.29,428.91,1479,40.84507042,East,Nagercoil
OD2116,Vinne,05-12-2018,2018,December,12,5,Beverages,Health Drinks,1807.11,0.32,423.89,2231,23.45679012,East,Pudukottai
OD2117,Surya,09-03-2017,2017,March,3,9,Oil & Masala,Spices,1498.1,0.1,611.9,2110,40.84507042,East,Namakkal
OD2118,Ramesh,02-09-2015,2015,September,9,2,Food Grains,Organic Staples,1251.2,0.16,588.8,1840,47.05882353,East,Virudhunagar
OD2119,Sudha,09-08-2016,2016,August,8,9,Bakery,Breads & Buns,2032.05,0.35,106.95,2139,5.263157895,East,Tirunelveli
OD2120,Aditi,21-06-2015,2015,June,6,21,"Eggs, Meat & Fish",Fish,692.25,0.11,372.75,1065,53.84615385,East,Trichy
OD2121,Shah,14-11-2017,2017,November,11,14,Oil & Masala,Edible Oil & Ghee,888.1,0.35,181.9,1070,20.48192771,East,Tirunelveli
OD2122,Amrish,04-12-2017,2017,December,12,4,Food Grains,Rice,1746.54,0.14,131.46,1878,7.52688172,East,Viluppuram
OD2123,Muneer,07-11-2017,2017,November,11,7,Snacks,Chocolates,1515.75,0.11,505.25,2021,33.33333333,East,Trichy
OD2124,Arvind,10-09-2015,2015,September,9,10,"Eggs, Meat & Fish",Fish,833.58,0.3,429.42,1263,51.51515152,East,Theni
OD2125,Akash,09-03-2017,2017,March,3,9,Beverages,Soft Drinks,929.04,0.27,246.96,1176,26.58227848,East,Cumbum
OD2126,Peer,07-11-2017,2017,November,11,7,"Eggs, Meat & Fish",Chicken,1792.16,0.25,155.84,1948,8.695652174,East,Cumbum
OD2127,Komal,06-05-2018,2018,May,5,6,Food Grains,Dals & Pulses,1688.88,0.31,127.12,1816,7.52688172,East,Trichy
OD2128,Sudeep,13-03-2018,2018,March,3,13,Beverages,Health Drinks,413.6,0.23,338.4,752,81.81818182,East,Trichy
OD2129,Arutra,10-02-2018,2018,February,2,10,"Eggs, Meat & Fish",Eggs,1430.22,0.29,736.78,2167,51.51515152,East,Chennai
OD2130,Roshan,27-11-2017,2017,November,11,27,Snacks,Cookies,926.4,0.1,617.6,1544,66.66666667,East,Tirunelveli
OD2131,Vince,04-12-2017,2017,December,12,4,Food Grains,Dals & Pulses,1458.75,0.25,486.25,1945,33.33333333,East,Virudhunagar
OD2132,Hussain,07-04-2016,2016,April,4,7,Oil & Masala,Masalas,779.82,0.11,171.18,951,21.95121951,East,Madurai
OD2133,Vidya,13-10-2018,2018,October,10,13,Beverages,Health Drinks,2264.99,0.35,224.01,2489,9.89010989,East,Salem
OD2134,Anu,21-06-2015,2015,June,6,21,Fruits & Veggies,Organic Vegetables,1716.88,0.27,234.12,1951,13.63636364,East,Pudukottai
OD2135,Sudha,02-09-2015,2015,September,9,2,Snacks,Cookies,795.48,0.19,151.52,947,19.04761905,East,Bodi
OD2136,Hafiz,27-11-2017,2017,November,11,27,"Eggs, Meat & Fish",Mutton,1696.19,0.21,692.81,2389,40.84507042,East,Ooty
OD2137,Akash,12-09-2018,2018,September,9,12,Oil & Masala,Edible Oil & Ghee,1074.85,0.11,220.15,1295,20.48192771,East,Coimbatore
OD2138,Peer,12-09-2018,2018,September,9,12,Food Grains,Dals & Pulses,1677.72,0.25,126.28,1804,7.52688172,East,Perambalur
OD2139,Surya,27-11-2017,2017,November,11,27,Fruits & Veggies,Fresh Fruits,1124.75,0.22,920.25,2045,81.81818182,East,Trichy
OD2140,Muneer,07-09-2018,2018,September,9,7,Oil & Masala,Spices,744.9,0.2,401.1,1146,53.84615385,East,Coimbatore
OD2141,Arutra,23-04-2018,2018,April,4,23,Food Grains,Organic Staples,698.1,0.28,375.9,1074,53.84615385,East,Tirunelveli
OD2142,Jackson,20-09-2016,2016,September,9,20,Snacks,Cookies,863.1,0.21,95.9,959,11.11111111,East,Kanyakumari
OD2143,Amy,20-09-2015,2015,September,9,20,Beverages,Health Drinks,1443.4,0.23,618.6,2062,42.85714286,East,Bodi
OD2144,Akash,12-09-2018,2018,September,9,12,Fruits & Veggies,Organic Fruits,915.84,0.18,515.16,1431,56.25,East,Tirunelveli
OD2145,Rumaiza,02-12-2018,2018,December,12,2,Fruits & Veggies,Fresh Fruits,811.78,0.27,285.22,1097,35.13513514,East,Salem
OD2146,Rumaiza,20-11-2018,2018,November,11,20,Oil & Masala,Spices,578.6,0.33,473.4,1052,81.81818182,East,Chennai
OD2147,Esther,14-10-2015,2015,October,10,14,Snacks,Noodles,1362.31,0.31,946.69,2309,69.49152542,East,Salem
OD2148,Ganesh,17-05-2017,2017,May,5,17,Beverages,Soft Drinks,1158.57,0.14,680.43,1839,58.73015873,East,Salem
OD2149,Esther,15-01-2018,2018,January,1,15,Food Grains,Atta & Flour,2025.2,0.28,414.8,2440,20.48192771,East,Nagercoil
OD2150,Haseena,18-09-2017,2017,September,9,18,Oil & Masala,Spices,1183.2,0.16,176.8,1360,14.94252874,East,Perambalur
OD2151,Esther,04-12-2017,2017,December,12,4,Fruits & Veggies,Organic Vegetables,1089.79,0.24,223.21,1313,20.48192771,East,Virudhunagar
OD2152,Shah,19-12-2016,2016,December,12,19,Food Grains,Rice,2271.99,0.35,171.01,2443,7.52688172,East,Viluppuram
OD2153,Krithika,29-01-2018,2018,January,1,29,Beverages,Health Drinks,1013.6,0.26,796.4,1810,78.57142857,East,Krishnagiri
OD2154,Yadav,19-08-2017,2017,August,8,19,"Eggs, Meat & Fish",Fish,713.46,0.24,367.54,1081,51.51515152,East,Virudhunagar
OD2155,Esther,07-12-2016,2016,December,12,7,Oil & Masala,Masalas,746.2,0.33,319.8,1066,42.85714286,East,Kanyakumari
OD2156,Jonas,09-08-2016,2016,August,8,9,Food Grains,Atta & Flour,1800.48,0.3,135.52,1936,7.52688172,East,Chennai
OD2157,Ridhesh,07-11-2017,2017,November,11,7,Beverages,Health Drinks,446.08,0.25,209.92,656,47.05882353,East,Perambalur
OD2158,Vidya,03-05-2017,2017,May,5,3,Fruits & Veggies,Organic Vegetables,1785.24,0.32,266.76,2052,14.94252874,East,Namakkal
OD2159,Verma,07-02-2017,2017,February,2,7,Bakery,Breads & Buns,1287.09,0.34,301.91,1589,23.45679012,East,Perambalur
OD2160,Amy,23-04-2017,2017,April,4,23,Bakery,Breads & Buns,1067.04,0.23,414.96,1482,38.88888889,East,Chennai
OD2161,Yusuf,15-10-2015,2015,October,10,15,Bakery,Breads & Buns,821.98,0.27,304.02,1126,36.98630137,East,Cumbum
OD2162,Adavan,10-12-2018,2018,December,12,10,Oil & Masala,Spices,418,0.21,132,550,31.57894737,East,Kanyakumari
OD2163,Ravi,21-11-2018,2018,November,11,21,Fruits & Veggies,Fresh Vegetables,628.98,0.3,324.02,953,51.51515152,East,Theni
OD2164,Malik,16-05-2018,2018,May,5,16,Snacks,Chocolates,367.88,0.15,173.12,541,47.05882353,East,Madurai
OD2165,Harish,25-08-2018,2018,August,8,25,Beverages,Health Drinks,997.7,0.35,816.3,1814,81.81818182,East,Tirunelveli
OD2166,Vinne,28-07-2017,2017,July,7,28,Oil & Masala,Masalas,2233.76,0.21,194.24,2428,8.695652174,East,Ooty
OD2167,Krithika,19-12-2016,2016,December,12,19,Snacks,Cookies,1026.72,0.13,399.28,1426,38.88888889,East,Madurai
OD2168,Roshan,16-06-2016,2016,June,6,16,Beverages,Health Drinks,1481.05,0.26,77.95,1559,5.263157895,East,Madurai
OD2169,Vidya,19-12-2016,2016,December,12,19,Beverages,Soft Drinks,940.5,0.33,769.5,1710,81.81818182,East,Tenkasi
OD2170,Mathew,20-11-2017,2017,November,11,20,Beverages,Health Drinks,1088.08,0.12,535.92,1624,49.25373134,East,Tirunelveli
OD2171,Veena,07-07-2018,2018,July,7,7,"Eggs, Meat & Fish",Mutton,904.58,0.1,554.42,1459,61.29032258,East,Ramanadhapuram
OD2172,Yadav,01-12-2018,2018,December,12,1,Food Grains,Dals & Pulses,900,0.18,100,1000,11.11111111,East,Tirunelveli
OD2173,Krithika,07-07-2018,2018,July,7,7,Oil & Masala,Spices,408.32,0.34,295.68,704,72.4137931,East,Krishnagiri
OD2174,Shree,13-08-2016,2016,August,8,13,Food Grains,Organic Staples,1128.96,0.22,439.04,1568,38.88888889,East,Kanyakumari
OD2175,Shree,21-10-2015,2015,October,10,21,Bakery,Breads & Buns,1001.88,0.25,450.12,1452,44.92753623,East,Ooty
OD2176,Amrish,19-12-2016,2016,December,12,19,Food Grains,Dals & Pulses,1416.45,0.35,578.55,1995,40.84507042,East,Karur
OD2177,Haseena,27-02-2015,2015,February,2,27,Beverages,Soft Drinks,1254.4,0.15,705.6,1960,56.25,East,Krishnagiri
OD2178,Veronica,08-12-2018,2018,December,12,8,Fruits & Veggies,Fresh Vegetables,759.24,0.19,266.76,1026,35.13513514,East,Virudhunagar
OD2179,Malik,24-11-2017,2017,November,11,24,"Eggs, Meat & Fish",Fish,637.12,0.3,86.88,724,13.63636364,East,Krishnagiri
OD2180,Arutra,31-12-2017,2017,December,12,31,Snacks,Noodles,1470.1,0.25,939.9,2410,63.93442623,East,Madurai
OD2181,Akash,21-11-2018,2018,November,11,21,Snacks,Noodles,1726.27,0.21,170.73,1897,9.89010989,East,Namakkal
OD2182,Jackson,05-11-2016,2016,November,11,5,Beverages,Health Drinks,1568.8,0.23,551.2,2120,35.13513514,East,Kanyakumari
OD2183,Sheeba,11-07-2016,2016,July,7,11,Bakery,Cakes,1546.29,0.33,694.71,2241,44.92753623,East,Ramanadhapuram
OD2184,Arutra,19-08-2017,2017,August,8,19,Bakery,Breads & Buns,844.05,0.11,148.95,993,17.64705882,East,Trichy
OD2185,Verma,07-12-2016,2016,December,12,7,"Eggs, Meat & Fish",Fish,1351.8,0.33,901.2,2253,66.66666667,East,Chennai
OD2186,Willams,03-08-2018,2018,August,8,3,Beverages,Soft Drinks,460.24,0.18,62.76,523,13.63636364,East,Kanyakumari
OD2187,Krithika,23-04-2017,2017,April,4,23,Snacks,Noodles,1272.04,0.15,883.96,2156,69.49152542,East,Viluppuram
OD2188,Verma,03-05-2017,2017,May,5,3,Beverages,Soft Drinks,1697.52,0.21,231.48,1929,13.63636364,East,Dindigul
OD2189,Sudha,22-09-2016,2016,September,9,22,"Eggs, Meat & Fish",Chicken,1634.55,0.26,288.45,1923,17.64705882,East,Krishnagiri
OD2190,Yadav,19-08-2017,2017,August,8,19,"Eggs, Meat & Fish",Mutton,458.49,0.26,68.51,527,14.94252874,East,Karur
OD2191,Ganesh,09-09-2018,2018,September,9,9,Beverages,Soft Drinks,1880,0.21,470,2350,25,East,Tenkasi
OD2192,Sudeep,05-04-2016,2016,April,4,5,Fruits & Veggies,Organic Vegetables,946.14,0.17,266.86,1213,28.20512821,East,Krishnagiri
OD2193,Ram,01-06-2018,2018,June,6,1,"Eggs, Meat & Fish",Fish,1385.28,0.11,538.72,1924,38.88888889,East,Krishnagiri
OD2194,Krithika,23-04-2017,2017,April,4,23,Fruits & Veggies,Fresh Fruits,960.05,0.1,94.95,1055,9.89010989,East,Bodi
OD2195,Veena,10-11-2017,2017,November,11,10,Beverages,Health Drinks,637.56,0.31,55.44,693,8.695652174,East,Trichy
OD2196,Jackson,15-01-2018,2018,January,1,15,Bakery,Biscuits,1019.76,0.26,801.24,1821,78.57142857,East,Krishnagiri
OD2197,Harish,10-06-2017,2017,June,6,10,Bakery,Breads & Buns,590.57,0.14,218.43,809,36.98630137,East,Virudhunagar
OD2198,James,22-12-2018,2018,December,12,22,Food Grains,Atta & Flour,816.05,0.35,42.95,859,5.263157895,East,Ramanadhapuram
OD2199,Surya,10-12-2018,2018,December,12,10,Beverages,Health Drinks,2062.77,0.12,308.23,2371,14.94252874,East,Madurai
OD2200,Krithika,20-11-2017,2017,November,11,20,Snacks,Noodles,1659.29,0.18,613.71,2273,36.98630137,East,Pudukottai
OD2201,Komal,01-06-2018,2018,June,6,1,Food Grains,Rice,1948.8,0.3,291.2,2240,14.94252874,East,Kanyakumari
OD2202,Suresh,09-09-2018,2018,September,9,9,Oil & Masala,Spices,1099.8,0.13,70.2,1170,6.382978723,East,Tirunelveli
OD2203,Krithika,14-09-2018,2018,September,9,14,Bakery,Biscuits,1204.19,0.32,836.81,2041,69.49152542,East,Kanyakumari
OD2204,Ram,16-09-2018,2018,September,9,16,Fruits & Veggies,Fresh Fruits,1452.88,0.29,198.12,1651,13.63636364,East,Kanyakumari
OD2205,Sudha,16-09-2018,2018,September,9,16,Snacks,Chocolates,626.25,0.23,208.75,835,33.33333333,East,Perambalur
OD2206,Jonas,20-11-2017,2017,November,11,20,Bakery,Cakes,1395.64,0.28,121.36,1517,8.695652174,East,Bodi
OD2207,Anu,05-11-2016,2016,November,11,5,Oil & Masala,Edible Oil & Ghee,673.94,0.3,413.06,1087,61.29032258,East,Ramanadhapuram
OD2208,Sabeela,09-09-2018,2018,September,9,9,"Eggs, Meat & Fish",Chicken,1467.44,0.26,300.56,1768,20.48192771,East,Nagercoil
OD2209,Ganesh,11-07-2016,2016,July,7,11,Food Grains,Dals & Pulses,805.12,0.31,282.88,1088,35.13513514,East,Chennai
OD2210,Aditi,21-09-2015,2015,September,9,21,Fruits & Veggies,Organic Fruits,1535.25,0.12,689.75,2225,44.92753623,East,Coimbatore
OD2211,Kumar,11-07-2016,2016,July,7,11,Fruits & Veggies,Organic Vegetables,799.53,0.27,119.47,919,14.94252874,East,Cumbum
OD2212,Amrish,14-09-2018,2018,September,9,14,Fruits & Veggies,Fresh Fruits,953.68,0.15,94.32,1048,9.89010989,East,Namakkal
OD2213,Vinne,28-07-2017,2017,July,7,28,Snacks,Chocolates,531.31,0.17,339.69,871,63.93442623,East,Tenkasi
OD2214,Ravi,30-05-2018,2018,May,5,30,Food Grains,Atta & Flour,721.05,0.27,323.95,1045,44.92753623,South,Salem
OD2215,Willams,16-04-2016,2016,April,4,16,Beverages,Soft Drinks,1339.8,0.23,970.2,2310,72.4137931,South,Trichy
OD2216,Sudeep,11-12-2016,2016,December,12,11,Snacks,Chocolates,1600,0.17,400,2000,25,South,Viluppuram
OD2217,Vince,06-06-2017,2017,June,6,6,Beverages,Health Drinks,432.48,0.22,203.52,636,47.05882353,South,Ramanadhapuram
OD2218,Muneer,19-12-2018,2018,December,12,19,Bakery,Biscuits,632.2,0.1,457.8,1090,72.4137931,South,Ramanadhapuram
OD2219,Aditi,30-10-2016,2016,October,10,30,Fruits & Veggies,Fresh Fruits,869.13,0.12,203.87,1073,23.45679012,South,Chennai
OD2220,Ramesh,02-12-2018,2018,December,12,2,Fruits & Veggies,Fresh Fruits,1494.06,0.25,524.94,2019,35.13513514,South,Dharmapuri
OD2221,Ramesh,06-06-2017,2017,June,6,6,"Eggs, Meat & Fish",Chicken,1934.38,0.33,424.62,2359,21.95121951,South,Ooty
OD2222,Krithika,06-06-2017,2017,June,6,6,"Eggs, Meat & Fish",Chicken,1090.7,0.12,587.3,1678,53.84615385,South,Vellore
OD2223,Vince,12-08-2015,2015,August,8,12,Food Grains,Dals & Pulses,1832.8,0.14,458.2,2291,25,South,Krishnagiri
OD2224,Sudeep,13-10-2018,2018,October,10,13,Food Grains,Atta & Flour,968.88,0.27,499.12,1468,51.51515152,South,Nagercoil
OD2225,Malik,06-06-2017,2017,June,6,6,"Eggs, Meat & Fish",Eggs,1626.24,0.3,485.76,2112,29.87012987,South,Cumbum
OD2226,Sheeba,05-05-2017,2017,May,5,5,Oil & Masala,Masalas,1710.76,0.12,540.24,2251,31.57894737,South,Tirunelveli
OD2227,Veronica,24-09-2018,2018,September,9,24,Fruits & Veggies,Organic Vegetables,1287.09,0.3,301.91,1589,23.45679012,South,Pudukottai
OD2228,Vidya,02-11-2016,2016,November,11,2,Beverages,Health Drinks,887.9,0.13,478.1,1366,53.84615385,South,Ooty
OD2229,Kumar,23-12-2016,2016,December,12,23,Bakery,Cakes,1225.35,0.12,719.65,1945,58.73015873,South,Coimbatore
OD2230,Komal,22-09-2018,2018,September,9,22,Snacks,Chocolates,1481.6,0.11,370.4,1852,25,South,Ramanadhapuram
OD2231,Yadav,12-02-2017,2017,February,2,12,Beverages,Soft Drinks,2044.24,0.33,177.76,2222,8.695652174,South,Krishnagiri
OD2232,Sundar,13-08-2017,2017,August,8,13,Beverages,Health Drinks,752,0.1,48,800,6.382978723,South,Salem
OD2233,Hussain,23-03-2016,2016,March,3,23,Beverages,Health Drinks,1099.8,0.14,70.2,1170,6.382978723,South,Viluppuram
OD2234,Rumaiza,13-10-2018,2018,October,10,13,Snacks,Chocolates,1647.75,0.27,549.25,2197,33.33333333,South,Nagercoil
OD2235,Vinne,23-03-2016,2016,March,3,23,Oil & Masala,Masalas,1620.6,0.34,569.4,2190,35.13513514,South,Coimbatore
OD2236,Mathew,30-04-2015,2015,April,4,30,Snacks,Cookies,1402.08,0.26,629.92,2032,44.92753623,South,Dharmapuri
OD2237,Yadav,24-07-2017,2017,July,7,24,"Eggs, Meat & Fish",Mutton,1199.25,0.27,399.75,1599,33.33333333,South,Vellore
OD2238,Mathew,30-04-2015,2015,April,4,30,"Eggs, Meat & Fish",Fish,504.6,0.26,365.4,870,72.4137931,South,Viluppuram
OD2239,Aditi,19-05-2015,2015,May,5,19,Beverages,Soft Drinks,494.1,0.13,115.9,610,23.45679012,South,Chennai
OD2240,Aditi,06-05-2018,2018,May,5,6,Bakery,Cakes,1540.9,0.12,81.1,1622,5.263157895,South,Namakkal
OD2241,Sharon,12-02-2017,2017,February,2,12,Bakery,Biscuits,456.95,0.18,246.05,703,53.84615385,South,Bodi
OD2242,Anu,24-09-2018,2018,September,9,24,"Eggs, Meat & Fish",Eggs,361.62,0.25,212.38,574,58.73015873,South,Namakkal
OD2243,Arvind,13-08-2017,2017,August,8,13,Bakery,Biscuits,1654.91,0.15,612.09,2267,36.98630137,South,Ramanadhapuram
OD2244,Sudha,13-10-2018,2018,October,10,13,Beverages,Soft Drinks,599.33,0.25,221.67,821,36.98630137,South,Tenkasi
